1,0.86909,1.5069,4,0,4,117.26,259.52,260.38,17.641,-0.86909,1,1
1,19.22,1.8052,2,0,10,360,357,16.22,26.531,19.22,1,2
1,18.017,2.1063,4,0,2,82.704,307.53,325.55,242.84,-18.017,2,1
1,16.234,2.1073,2,0,7,42.828,340.78,357.02,39.844,-16.234,2,2
1,54.782,1.5048,3,0,8,113.84,320.2,265.42,19.266,54.782,3,1
1,3.7914,1.6046,2,2,2,127.54,190.64,194.43,66.891,-3.7914,3,2
1,9.2562,1.206,1,0,4,97.85,241.89,251.15,153.3,-9.2562,4,1
1,0.2846,1.304,2,0,2,123.47,190.64,190.36,66.891,0.2846,4,2
1,6.3791,1.2035,2,2,9,65.442,39.844,46.223,340.78,-6.3791,5,1
1,105.11,2.9085,4,0,11,13.016,240.02,134.91,121.89,105.11,5,2
1,35.595,3.3098,3,0,11,58.624,99.5,135.1,193.72,-35.595,6,1
1,8.8925,2.307,4,2,10,144.39,145.48,154.38,298.77,-8.8925,6,2
1,32.284,2.6076,4,2,7,360,121.89,154.18,240.02,-32.284,7,1
1,0.21834,1.5045,4,0,6,147.87,240.66,240.44,28.313,0.21834,7,2
1,3.9888,1.8059,2,2,6,84.605,66.547,62.558,337.95,3.9888,8,1
1,13.368,1.6048,1,0,3,137.12,270.84,284.21,147.09,-13.368,8,2
1,18.845,2.2064,4,0,5,77.907,208.34,227.19,149.28,-18.845,9,1
1,5.1424,2.2063,4,2,8,112.98,17.641,12.498,259.52,5.1424,9,2
1,17.507,2.4072,2,2,5,135.63,153.23,170.74,35.109,-17.507,10,1
1,7.56,1.5044,2,2,3,81.034,337.95,345.51,66.547,-7.56,10,2
1,113.73,2.2065,3,0,10,122.52,30.188,276.46,153.94,-113.73,11,1
1,0.98594,1.9055,3,0,2,93.233,193.72,192.73,99.5,0.98594,11,2
1,22.422,1.3039,3,0,12,154.77,130.63,108.2,313.44,22.422,12,1
1,2.0167,2.0058,2,0,2,27.515,260.94,262.95,290.47,-2.0167,12,2
1,101.29,2.5072,3,2,3,16.834,229.36,330.65,347.48,-101.29,13,1
1,12.894,2.5074,3,0,1,101.49,66.109,53.216,154.7,12.894,13,2
1,107.35,1.5043,2,0,11,77.819,26.531,279.18,357,-107.35,14,1
1,5.5251,1.3037,1,0,3,88.694,120.17,114.65,25.953,5.5251,14,2
1,3.953,2.3067,3,0,11,173.23,6.7188,2.7658,189.53,3.953,15,1
1,175.74,1.0029,3,0,9,1.4459,40.141,224.4,222.95,-175.74,15,2
1,1.9492,1.8051,2,2,3,27.582,290.47,288.52,260.94,1.9492,16,1
1,19.826,1.1033,1,0,10,103.92,58.781,78.607,182.53,-19.826,16,2
1,3.6419,1.9057,1,2,4,92.236,241.89,245.53,153.3,-3.6419,17,1
1,14.549,1.8054,1,2,8,360,175.13,160.58,263.72,14.549,17,2
1,7.1152,1.5043,4,2,2,36.646,106.23,113.35,76.703,-7.1152,18,1
1,1.2455,1.9054,3,2,9,178.43,40.141,41.386,222.95,-1.2455,18,2
1,43.558,2.5073,3,0,4,132.15,154.7,198.26,66.109,-43.558,19,1
1,5.4127,3.4097,4,2,1,34.944,76.703,71.29,106.23,5.4127,19,2
1,2.856,1.3041,1,0,11,126.61,147.09,144.24,270.84,2.856,20,1
1,4.7461,1.6046,3,2,2,89.473,193.72,188.97,99.5,4.7461,20,2
1,41.601,1.6046,1,0,12,135.82,25.953,344.35,120.17,-41.601,21,1
1,35.643,1.6047,2,0,11,117.64,124.42,160.06,277.7,-35.643,21,2
1,28.863,1.9056,2,0,10,94.887,66.891,95.753,190.64,-28.863,22,1
1,48.646,2.1062,3,2,10,10.416,19.266,330.62,320.2,-48.646,22,2
1,7.071,1.2035,1,2,7,154.73,107.97,115.04,320.31,-7.071,23,1
1,69.113,2.1061,4,0,12,4.426,242.84,311.96,307.53,-69.113,23,2
1,18.546,1.9056,1,2,12,112.76,25.953,7.4069,120.17,18.546,24,1
1,8.4913,1.8052,2,2,7,50.571,340.78,349.27,39.844,-8.4913,24,2
1,2.5885,1.7048,4,2,3,150.69,298.77,296.18,145.48,2.5885,25,1
1,11.537,1.9055,2,2,1,129.66,35.109,23.572,153.23,11.537,25,2
1,13.762,1.6046,3,0,3,163.43,222.95,236.71,40.141,-13.762,26,1
1,6.5655,1.1031,1,0,2,141.09,320.31,326.88,107.97,-6.5655,26,2
1,4.0193,2.2063,3,0,3,114.11,229.36,233.38,347.48,-4.0193,27,1
1,20.094,1.4042,1,0,6,360,1.6563,21.75,90.25,-20.094,27,2
1,5.2031,2.1063,4,0,7,360,121.89,116.69,240.02,5.2031,28,1
1,12.4,1.7048,4,2,6,135.26,240.66,253.06,28.313,-12.4,28,2
1,5.9094,2.0058,4,2,11,141.75,28.313,22.403,240.66,5.9094,29,1
1,15.393,1.9055,4,2,11,102.73,240.02,224.62,121.89,15.393,29,2
1,5.3369,2.5073,4,0,2,34.868,106.23,111.57,76.703,-5.3369,30,1
1,10.374,2.0061,4,0,10,142.91,145.48,155.86,298.77,-10.374,30,2
1,8.9835,1.8053,2,2,11,20.548,26.531,17.548,357,8.9835,31,1
1,0.45564,1.2035,1,2,1,89.049,153.3,152.84,241.89,0.45564,31,2
1,131.25,2.407,3,2,11,134.53,99.5,328.25,193.72,-131.25,32,1
1,9.549,2.106,4,2,3,49.514,149.28,158.83,208.34,-9.549,32,2
1,8.7954,1.8051,4,0,3,162.08,298.77,307.56,145.48,-8.7954,33,1
1,176.97,3.0089,4,2,12,112.29,242.84,59.819,307.53,176.97,33,2
1,26.402,1.5043,3,2,10,97.348,30.188,56.59,153.94,-26.402,34,1
1,2.4409,2.0059,3,0,6,174.75,313.44,315.88,130.63,-2.4409,34,2
1,9.1807,2.4069,3,2,12,168.01,130.63,121.44,313.44,9.1807,35,1
1,8.975,1.7049,3,0,2,114.77,153.94,144.96,30.188,8.975,35,2
1,20.575,2.2066,3,2,8,79.637,320.2,299.63,19.266,20.575,36,1
1,2.1933,2.1062,2,0,3,90.787,337.95,335.76,66.547,2.1933,36,2
1,3.5839,2.2069,1,2,9,85.01,90.25,86.666,1.6563,3.5839,37,1
1,13.209,1.7048,2,2,12,104.92,18.031,4.8225,259.91,13.209,37,2
1,5.9165,2.0057,2,0,3,35.448,290.47,296.39,260.94,-5.9165,38,1
1,15.913,1.9055,1,2,6,360,1.6563,17.569,90.25,-15.913,38,2
1,11.182,2.5071,3,2,4,77.412,154.7,143.52,66.109,11.182,39,1
1,9.6105,2.2065,1,0,1,98.204,153.3,143.69,241.89,9.6105,39,2
1,1.8099,2.2063,4,0,11,145.85,28.313,26.503,240.66,1.8099,40,1
1,0.077231,2.4069,2,0,12,118.2,18.031,18.108,259.91,-0.077231,40,2
1,3.8496,1.6047,4,2,4,121.97,259.52,255.67,17.641,3.8496,41,1
1,1.1047,1.3038,1,2,3,95.323,120.17,121.28,25.953,-1.1047,41,2
